spam,spam,0,*1
spam,spam,0,*1
spam,spam,0,*1
spam,spam,0,*1
spam,spam,0,*1
spam,spam,0.001,*0.999
spam,spam,0,*1
spam,spam,0,*1
spam,spam,0.007,*0.993
spam,spam,0,*1
spam,spam,0,*1
spam,ham, *0.833,0.167
spam,spam,0,*1
spam,ham, *0.97,0.03
spam,spam,0,*1
spam,spam,0.012,*0.988
spam,spam,0,*1
spam,spam,0.015,*0.985
spam,spam,0,*1
spam,spam,0,*1
spam,spam,0.002,*0.998
spam,spam,0,*1
spam,spam,0,*1
spam,spam,0,*1
spam,spam,0.001,*0.999
spam,spam,0,*1
spam,spam,0.004,*0.996
spam,spam,0,*1
spam,spam,0,*1
spam,spam,0,*1
spam,spam,0.015,*0.985
spam,spam,0,*1
spam,spam,0,*1
spam,spam,0,*1
spam,spam,0,*1
spam,spam,0,*1
spam,spam,0,*1
spam,spam,0,*1
spam,spam,0,*1
spam,spam,0,*1
spam,spam,0,*1
spam,spam,0,*1
spam,spam,0,*1
spam,spam,0,*1
spam,spam,0,*1
spam,spam,0,*1
spam,spam,0,*1
spam,spam,0,*1
spam,spam,0,*1
spam,spam,0,*1
spam,spam,0,*1
spam,spam,0.01,*0.99
spam,spam,0,*1
spam,spam,0,*1
spam,spam,0,*1
spam,spam,0,*1
spam,spam,0.195,*0.805
spam,ham, *0.992,0.008
spam,spam,0,*1
spam,spam,0,*1
spam,spam,0,*1
spam,spam,0,*1
spam,spam,0,*1
spam,spam,0,*1
spam,spam,0,*1
spam,spam,0,*1
spam,spam,0,*1
spam,spam,0,*1
spam,spam,0,*1
spam,spam,0,*1
spam,spam,0,*1
spam,spam,0,*1
spam,spam,0,*1
spam,spam,0,*1
spam,spam,0,*1
spam,spam,0,*1
spam,spam,0,*1
spam,spam,0.001,*0.999
spam,spam,0,*1
spam,spam,0,*1
spam,spam,0,*1
spam,spam,0,*1
spam,spam,0,*1
spam,spam,0,*1
spam,spam,0,*1
spam,spam,0,*1
spam,spam,0.005,*0.995
spam,spam,0,*1
spam,spam,0,*1
spam,spam,0,*1
spam,spam,0,*1
spam,spam,0,*1
spam,spam,0,*1
spam,spam,0,*1
spam,spam,0,*1
spam,spam,0,*1
spam,spam,0,*1
spam,spam,0,*1
spam,spam,0,*1
spam,spam,0.004,*0.996
spam,spam,0,*1
spam,spam,0,*1
spam,spam,0,*1
spam,spam,0,*1
spam,spam,0,*1
spam,spam,0.003,*0.997
spam,spam,0,*1
spam,spam,0,*1
spam,spam,0.011,*0.989
ham,ham,*1,0
ham,ham,*1,0
ham,ham,*1,0
ham,ham,*1,0
ham,ham,*1,0
ham,ham,*1,0
ham,ham,*1,0
ham,ham,*1,0
ham,ham,*1,0
ham,ham,*1,0
ham,ham,*1,0
ham,ham,*1,0
ham,ham,*1,0
ham,ham,*1,0
ham,ham,*1,0
ham,ham,*1,0
ham,ham,*1,0
ham,ham,*1,0
ham,ham,*1,0
ham,ham,*1,0
ham,ham,*1,0
ham,ham,*1,0
ham,ham,*1,0
ham,ham,*1,0
ham,ham,*1,0
ham,ham,*1,0
ham,ham,*1,0
ham,ham,*1,0
ham,ham,*1,0
ham,ham,*1,0
ham,ham,*1,0
ham,ham,*1,0
ham,ham,*1,0
ham,ham,*1,0
ham,ham,*1,0
ham,ham,*1,0
ham,spam,0.051,*0.949
ham,ham,*1,0
ham,ham,*1,0
ham,ham,*1,0
ham,ham,*1,0
ham,ham,*1,0
ham,ham,*1,0
ham,ham,*1,0
ham,ham,*1,0
ham,ham,*1,0
ham,ham,*1,0
ham,ham,*1,0
ham,ham,*1,0
ham,ham,*1,0
ham,ham,*1,0
ham,ham,*1,0
ham,ham,*1,0
ham,ham,*1,0
ham,ham,*1,0
ham,ham,*1,0
ham,ham,*1,0
ham,ham,*1,0
ham,ham,*1,0
ham,ham,*1,0
ham,ham,*1,0
ham,ham,*1,0
ham,ham,*1,0
ham,ham,*1,0
ham,ham,*1,0
ham,ham,*1,0
ham,ham,*1,0
ham,ham,*1,0
ham,ham,*1,0
ham,ham,*1,0
ham,ham,*1,0
